ID,ID_original,GUID,Date (GMT),URL,Post_Title,Q1,Q2,Q3_1_og,Q3_2_og,Train,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q3_8,Q3_clean,text_content,image_data_url,final_input,D2_GPT_4o_initial_labeling,D2_GPT_4o_initial_labeling_raw,D2_GPT_4o_initial_labeling_1,D2_GPT_4o_initial_labeling_2,D2_GPT_4o_initial_labeling_3,D2_GPT_4o_initial_labeling_4,D2_GPT_4o_initial_labeling_5,D2_GPT_4o_initial_labeling_6,D2_GPT_4o_initial_labeling_7,D2_GPT_4o_initial_labeling_8
1269,5886,7fd1f474-383e-44b0-95f7-2d0ebfafe0c7,2018-01-12 20:09:19,https://www.usatoday.com/story/news/politics/2018/01/12/paul-ryan-donald-trump-comments-immigration/1028867001/,Paul Ryan: Trump&apos;s comments on immigration &apos;unhelpful&apos;,1,2,6,99,1,0,0,0,0,0,1,0,0,"[0, 0, 0, 0, 0, 1, 0, 0]",Paul Ryan: Trump&apos;s comments on immigration &apos;unhelpful&apos;,,Paul Ryan: Trump&apos;s comments on immigration &apos;unhelpful&apos;,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
1386,6414,896d5b66-ec55-4a61-9925-fc56935fde15,2018-01-12 13:18:59,http://www.breitbart.com/london/2018/01/12/new-united-nations-boss-plan-promote-global-mass-migration/,New United Nations Boss Unveils Plan to Promote Global Mass Migration,2,99,99,99,1,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]",New United Nations Boss Unveils Plan to Promote Global Mass Migration,,New United Nations Boss Unveils Plan to Promote Global Mass Migration,"[0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 1, 0]",0,0,0,0,0,0,1,0
508,2487,bac2cb0e-3fcc-4ccd-a5ad-b3577c297787,2018-01-12 18:59:00,https://www.nytimes.com/2018/01/12/us/politics/homeland-security-border-wall-waivers.html?partner=rss&emc=rss,Trump Administration Wants More Control Over U.S. Lands for Border Wall,1,2,6,7,1,0,0,0,0,0,1,1,0,"[0, 0, 0, 0, 0, 1, 1, 0]",Trump Administration Wants More Control Over U.S. Lands for Border Wall,,Trump Administration Wants More Control Over U.S. Lands for Border Wall,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
1969,359,ebc3e049-17cc-45d8-a637-317604edd3e7,2018-02-03 09:04:11,https://www.huffingtonpost.com/entry/bill-maher-donald-trump-mexico-border-wall_us_5a7564a0e4b0905433b44c88?section=us_tv,Bill Maher To Trump Fans: Just Admit He Duped You About Mexico Border Wall,1,2,6,7,1,0,0,0,0,0,1,1,0,"[0, 0, 0, 0, 0, 1, 1, 0]",Bill Maher To Trump Fans: Just Admit He Duped You About Mexico Border Wall,,Bill Maher To Trump Fans: Just Admit He Duped You About Mexico Border Wall,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
71,299,c406cf3d-d80b-427e-8586-6bd99dfa5076,2018-01-04 00:29:55,http://www.breitbart.com/big-government/2018/01/03/report-bannon-breitbart-america-first-agenda-battles-economy-first-globalists-in-trump-2020-strategy-on-trade-the-wall/,"Report: Bannon-Breitbart ‘America First’ Agenda Battles ‘Economy First’ Globalists in Trump 2020 Strategy on Trade, Border Wall",1,2,5,1,1,1,0,0,0,1,0,0,0,"[1, 0, 0, 0, 1, 0, 0, 0]","Report: Bannon-Breitbart ‘America First’ Agenda Battles ‘Economy First’ Globalists in Trump 2020 Strategy on Trade, Border Wall",,"Report: Bannon-Breitbart ‘America First’ Agenda Battles ‘Economy First’ Globalists in Trump 2020 Strategy on Trade, Border Wall","[1, 0, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 1, 0, 0]",1,0,0,0,0,1,0,0
1023,4884,69e53034-6b4e-4f02-8146-3384f8f1f4a1,2018-01-08 19:42:19,http://abcnews.go.com/politics/north-korean-border-villages-ice-fish-live-amid/story?id=52161677,"Along the North Korean border, villages ice fish and live under amid ongoing nuclear tension - ABC News",2,99,99,99,1,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","Along the North Korean border, villages ice fish and live under amid ongoing nuclear tension - ABC News",,"Along the North Korean border, villages ice fish and live under amid ongoing nuclear tension - ABC News","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,0,0,0,0,0
1746,8095,c2d4b3f4-533b-432d-998a-8b2cd9a37426,2018-01-10 20:25:33,http://thehill.com/homenews/news/368341-feds-raid-7-eleven-stores-in-immigration-bust,Feds raid 7-Eleven stores in immigration bust | TheHill,1,1,1,99,1,1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]",Feds raid 7-Eleven stores in immigration bust | TheHill,,Feds raid 7-Eleven stores in immigration bust | TheHill,"[0, 1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0]",0,1,0,0,0,0,0,0
248,1181,8ceb3d64-a783-4311-af48-df64f589583e,2018-01-11 14:09:51,https://www.yahoo.com/news/m/a5383def-132f-3bc7-8395-5c9c54bab7d9/ss_tucker-carlson%3A-trump-better.html,"Tucker Carlson: Trump better not blow ""the World Series of politics"" by letting DACA continue in an immigration bill",1,2,6,7,1,0,0,0,0,0,1,1,0,"[0, 0, 0, 0, 0, 1, 1, 0]","Tucker Carlson: Trump better not blow ""the World Series of politics"" by letting DACA continue in an immigration bill",,"Tucker Carlson: Trump better not blow ""the World Series of politics"" by letting DACA continue in an immigration bill","[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
1111,5275,b733bcc5-cbf9-4ca9-aba2-82ba7a23499f,2018-01-12 20:37:45,https://www.yahoo.com/news/m/b0d78743-0f13-3cbf-bb84-22ac683c0c64/ss_trump%E2%80%99s-racist-diatribe.html,Trump’s racist diatribe against “shithole countries” exposes bipartisan conspiracy against immigrants,1,2,6,7,1,0,0,0,0,0,1,1,0,"[0, 0, 0, 0, 0, 1, 1, 0]",Trump’s racist diatribe against “shithole countries” exposes bipartisan conspiracy against immigrants,,Trump’s racist diatribe against “shithole countries” exposes bipartisan conspiracy against immigrants,"[0, 1, 0, 1, 0, 0, 0, 0]","[0, 1, 0, 1, 0, 0, 0, 0]",0,1,0,1,0,0,0,0
213,1030,81cdae37-08a9-45bf-9f1a-2a4439cb72ea,2018-01-12 04:31:49,http://www.breitbart.com/news/gop-lawmaker-proposes-bill-to-end-tps-grant-residency-to-400k-tps-immigrants/,"GOP lawmaker proposes bill to end TPS, grant residency to 400K TPS immigrants",1,2,6,7,1,0,0,0,0,0,1,1,0,"[0, 0, 0, 0, 0, 1, 1, 0]","GOP lawmaker proposes bill to end TPS, grant residency to 400K TPS immigrants",,"GOP lawmaker proposes bill to end TPS, grant residency to 400K TPS immigrants","[0, 0, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 1, 1, 0]",0,0,0,0,0,1,1,0
950,4556,a71b7baf-dee2-49ec-ac41-ec2e44a966d8,2018-01-09 23:38:57,https://www.cbsnews.com/news/daca-immigration-legislation-donald-trump-bipartisan-meeting/,Trump invites cameras to witness bipartisan talks on immigration reform,1,2,6,99,1,0,0,0,0,0,1,0,0,"[0, 0, 0, 0, 0, 1, 0, 0]",Trump invites cameras to witness bipartisan talks on immigration reform,,Trump invites cameras to witness bipartisan talks on immigration reform,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
1868,8585,f5e07cec-d42b-4dd0-95e0-122b57985eed,2018-01-11 15:41:20,https://www.newsmax.com/world/europe/eu-europe-migrants-the-latest/2018/01/11/id/836541/,The Latest: Austria Official: Migrant Remark Not Provocative,2,99,99,99,1,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]",The Latest: Austria Official: Migrant Remark Not Provocative,,The Latest: Austria Official: Migrant Remark Not Provocative,"[0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 1]",0,0,0,0,0,0,0,1
969,4629,131c7793-9ea0-4089-9c85-9f7d76184f6d,2018-01-08 23:36:18,http://www.breitbart.com/big-government/2018/01/08/exclusive-marsha-blackburn-border-wall-not-just-important-but-imperative-for-daca-deal/,…Exclusive Blackburn: Border Wall ‘Imperative’ for DACA Deal,1,2,7,99,1,0,0,0,0,0,0,1,0,"[0, 0, 0, 0, 0, 0, 1, 0]",…Exclusive Blackburn: Border Wall ‘Imperative’ for DACA Deal,,…Exclusive Blackburn: Border Wall ‘Imperative’ for DACA Deal,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
1699,7874,dab9096d-6539-4f76-b0ac-0df17f3360f3,2018-01-13 14:49:50,http://www.latimes.com/local/lanow/la-me-montecito-mudslide-victims-20180113-story.html,"Among mudslide victims were children and retirees, longtime residents and immigrants",1,1,4,99,1,0,0,0,1,0,0,0,0,"[0, 0, 0, 1, 0, 0, 0, 0]","Among mudslide victims were children and retirees, longtime residents and immigrants",,"Among mudslide victims were children and retirees, longtime residents and immigrants","[0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0
1728,7973,fdb04806-f0ff-4c8f-9ea7-65911a543fd6,2018-01-06 07:27:06,http://www.breitbart.com/economics/2018/01/05/democrats-angry-trump-restates-pro-american-immigration-principles/?utm_source=feedburner&utm_medium=feed&utm_campaign=feed%3a+breitbart+%28breitbart+news%29,Democrats Angry As Trump Restates Pro-American Immigration Principles,1,2,6,99,1,0,0,0,0,0,1,0,0,"[0, 0, 0, 0, 0, 1, 0, 0]",Democrats Angry As Trump Restates Pro-American Immigration Principles,,Democrats Angry As Trump Restates Pro-American Immigration Principles,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
362,1756,dcbdf3eb-f064-473e-a0cc-6a0278f8c0d8,2018-01-07 18:45:48,https://www.nytimes.com/aponline/2018/01/07/us/ap-us-immigrant-restaurant-owner.html,Court Date for Immigrant Restaurant Manager Not Until 2021,1,1,4,99,1,0,0,0,1,0,0,0,0,"[0, 0, 0, 1, 0, 0, 0, 0]",Court Date for Immigrant Restaurant Manager Not Until 2021,,Court Date for Immigrant Restaurant Manager Not Until 2021,"[0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 1]",0,0,0,0,0,0,0,1
1152,5460,0a7e8306-993d-44a5-bc2f-cc9c074f4d45,2018-01-14 20:45:58,http://www.huffingtonpost.com/entry/pope-francis-immigrants_us_5a5ba151e4b03c418966aefc?ncid=inblnkushpmg00000009,Pope Francis Says ‘Doubts And Fears’ Should Not Determine Response To Immigrants,2,99,99,99,1,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]",Pope Francis Says ‘Doubts And Fears’ Should Not Determine Response To Immigrants,,Pope Francis Says ‘Doubts And Fears’ Should Not Determine Response To Immigrants,"[0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0]",0,0,0,1,0,0,0,0
679,3349,8ffb5659-97c6-4263-990c-20c1a1bb7c3a,2018-01-11 02:43:10,https://www.dailykos.com/stories/2018/1/10/1731580/-DACA-recipient-faces-deportation-for-taking-a-wrong-turn-at-the-border#view-story,DACA recipient in ICE custody after taking a wrong turn at the border,1,1,2,99,1,0,1,0,0,0,0,0,0,"[0, 1, 0, 0, 0, 0, 0, 0]",DACA recipient in ICE custody after taking a wrong turn at the border,,DACA recipient in ICE custody after taking a wrong turn at the border,"[0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0]",0,0,0,1,0,0,0,0
1387,6419,29dee8d5-f8fb-4598-8606-585e2c34af56,2018-01-12 20:12:06,https://www.washingtonpost.com/entertainment/books/trump-is-wrong-about-immigrants-and-s---holes/2018/01/12/66bffc78-f7a6-11e7-a9e3-ab18ce41436a_story.html,Trump is wrong about immigrants. And s---holes.,1,2,6,4,1,0,0,0,1,0,1,0,0,"[0, 0, 0, 1, 0, 1, 0, 0]",Trump is wrong about immigrants. And s---holes.,,Trump is wrong about immigrants. And s---holes.,"[0, 0, 0, 1, 0, 1, 0, 0]","[0, 0, 0, 1, 0, 1, 0, 0]",0,0,0,1,0,1,0,0
1091,5172,ff82eef6-2831-439c-8a0f-e8f2f39f47d4,2018-01-10 22:01:26,https://www.wsj.com/articles/immigration-officials-swarm-7-elevens-issue-warning-to-u-s-businesses-1515619043,"Immigration Officials Swarm 7-Elevens, Issue Warning to U.S. Businesses",1,2,1,2,1,1,1,0,0,0,0,0,0,"[1, 1, 0, 0, 0, 0, 0, 0]","Immigration Officials Swarm 7-Elevens, Issue Warning to U.S. Businesses",,"Immigration Officials Swarm 7-Elevens, Issue Warning to U.S. Businesses","[0, 1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0]",0,1,0,0,0,0,0,0
1990,457,b231b4a8-31da-4672-818f-1b421d9957a3,2018-01-31 12:29:37,https://www.yahoo.com/news/donald-trump-booed-first-state-031631797.html,Donald Trump booed in his first State of the Union after hitting out at 'chain migration',1,2,6,8,1,0,0,0,0,0,1,0,1,"[0, 0, 0, 0, 0, 1, 0, 1]",Donald Trump booed in his first State of the Union after hitting out at 'chain migration',,Donald Trump booed in his first State of the Union after hitting out at 'chain migration',"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
1850,8502,aa45cfc6-0bbe-49a9-888f-ad6430f28370,2018-01-10 04:09:48,http://www.motherjones.com/kevin-drum/2018/01/trump-ill-sign-any-immigration-bill-congress-sends-me/,Trump: I’ll Sign Any Immigration Bill Congress Sends Me,1,2,6,7,1,0,0,0,0,0,1,1,0,"[0, 0, 0, 0, 0, 1, 1, 0]",Trump: I’ll Sign Any Immigration Bill Congress Sends Me,,Trump: I’ll Sign Any Immigration Bill Congress Sends Me,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
837,4062,af793f1e-758e-40c4-86de-9b1716d35c74,2018-01-11 07:05:32,http://www.cnn.com/2018/01/11/politics/donald-trump-immigration-gop/index.html,"Trump, Republicans face immigration reckoning",1,2,6,99,1,0,0,0,0,0,1,0,0,"[0, 0, 0, 0, 0, 1, 0, 0]","Trump, Republicans face immigration reckoning",,"Trump, Republicans face immigration reckoning","[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
1855,8524,40df7f98-c92a-4e96-8e7f-c3834d50f7d0,2018-01-10 03:22:05,http://thehill.com/homenews/administration/368224-trump-border-wall-must-be-part-of-daca-deal,Trump: Border wall must be part of DACA deal | TheHill,1,2,6,7,1,0,0,0,0,0,1,1,0,"[0, 0, 0, 0, 0, 1, 1, 0]",Trump: Border wall must be part of DACA deal | TheHill,,Trump: Border wall must be part of DACA deal | TheHill,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
112,563,bcaa2de7-c5c6-450b-a9b8-6cb24ab2d1a9,2018-01-07 14:20:16,http://www.breitbart.com/london/2018/01/07/danish-populists-suggest-mandatory-curfew-young-migrants/?utm_source=feedburner&utm_medium=feed&utm_campaign=feed%3a+breitbart+%28breitbart+news%29,Danes Consider Mandatory Curfew for Youths in Migrant Populated Ghettos,2,99,99,99,1,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]",Danes Consider Mandatory Curfew for Youths in Migrant Populated Ghettos,,Danes Consider Mandatory Curfew for Youths in Migrant Populated Ghettos,"[0, 1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0]",0,1,0,0,0,0,0,0
937,4489,99970241-f37d-4720-907a-a4d5f9dd091d,2018-01-11 19:09:54,https://www.newsmax.com/newsfront/trump-immigration-pelosi/2018/01/11/id/836609/,Pelosi Scorns 'Five White Guys'on Immigration,1,2,6,99,1,0,0,0,0,0,1,0,0,"[0, 0, 0, 0, 0, 1, 0, 0]",Pelosi Scorns 'Five White Guys'on Immigration,,Pelosi Scorns 'Five White Guys'on Immigration,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
839,4070,610a22c5-078d-4714-85f7-8c3d2928707c,2018-01-09 22:00:49,http://www.breitbart.com/jerusalem/2018/01/09/successfully-stop-illegal-immigration-follow-israels-model/?utm_source=feedburner&utm_medium=feed&utm_campaign=feed%3a+breitbart+%28breitbart+news%29,How to Successfully Stop Illegal Immigration: Follow Israel’s Model,1,2,7,99,1,0,0,0,0,0,0,1,0,"[0, 0, 0, 0, 0, 0, 1, 0]",How to Successfully Stop Illegal Immigration: Follow Israel’s Model,,How to Successfully Stop Illegal Immigration: Follow Israel’s Model,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
384,1838,f310321c-57d3-4e35-aac5-9f38d55d3a17,2018-01-04 17:56:55,http://www.breitbart.com/london/2018/01/04/migrants-protest-living-conditions-in-italian-mountain-welcome-center/?utm_source=feedburner&utm_medium=feed&utm_campaign=feed%3a+breitbart+%28breitbart+news%29,Migrants Protest Living Conditions in Italian Mountain Welcome Center,2,99,99,99,1,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]",Migrants Protest Living Conditions in Italian Mountain Welcome Center,,Migrants Protest Living Conditions in Italian Mountain Welcome Center,"[0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0]",0,0,0,1,0,0,0,0
1584,7303,3d7ea54c-d9de-4394-9b6f-f1fb9049a854,2018-01-02 14:37:25,http://dailycaller.com/2018/01/02/border-patrol-president-because-of-trump-2018-is-shaping-up-to-be-a-great-year/,Border Patrol President: Because Of Trump ‘2018 Is Shaping Up To Be A Great Year’,1,2,6,99,1,0,0,0,0,0,1,0,0,"[0, 0, 0, 0, 0, 1, 0, 0]",Border Patrol President: Because Of Trump ‘2018 Is Shaping Up To Be A Great Year’,,Border Patrol President: Because Of Trump ‘2018 Is Shaping Up To Be A Great Year’,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
1056,5035,f60569f7-a093-4087-aa78-d1622955d70f,2018-01-04 08:20:45,https://www.yahoo.com/news/m/702d0a49-e146-3a01-9ad4-43ea88c05ddf/ss_fake-road-signs-at-california.html,Fake Road Signs At California Border Mock The New Sanctuary State Status,1,2,4,99,1,0,0,0,1,0,0,0,0,"[0, 0, 0, 1, 0, 0, 0, 0]",Fake Road Signs At California Border Mock The New Sanctuary State Status,,Fake Road Signs At California Border Mock The New Sanctuary State Status,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
756,3710,2f2e22e4-20db-40e7-a877-ca574d1ba7b5,2018-01-05 17:40:14,http://www.foxnews.com/us/2018/01/05/illegal-immigrant-who-killed-kate-steinle-likely-will-be-sentenced-to-time-served.html?utm_source=feedburner&utm_medium=feed&utm_campaign=feed%3a+foxnews%2fnational+%28internal+-+us+latest+-+text%29,Illegal immigrant who killed Kate Steinle likely will be sentenced to time served,1,1,2,99,1,0,1,0,0,0,0,0,0,"[0, 1, 0, 0, 0, 0, 0, 0]",Illegal immigrant who killed Kate Steinle likely will be sentenced to time served,,Illegal immigrant who killed Kate Steinle likely will be sentenced to time served,"[0, 1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0]",0,1,0,0,0,0,0,0
325,1590,d9959963-5a4a-467d-9b86-6d6afb70a2b5,2018-01-05 19:29:34,https://www.pbs.org/newshour/politics/sessions-order-review-of-judges-handling-of-immigration-cases,Sessions orders review of judges’ handling of immigration cases | PBS NewsHour,1,2,6,99,1,0,0,0,0,0,1,0,0,"[0, 0, 0, 0, 0, 1, 0, 0]",Sessions orders review of judges’ handling of immigration cases | PBS NewsHour,,Sessions orders review of judges’ handling of immigration cases | PBS NewsHour,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
1475,6826,8fced8f0-ceda-4097-b125-b63f8c936a6b,2018-01-11 16:32:58,https://www.dailykos.com/stories/2018/1/11/1731813/-Did-the-NYT-watch-a-completely-different-White-House-immigration-meeting-than-the-rest-of-us,Did the NYT watch a completely different White House immigration meeting than the rest of us?,1,2,99,99,1,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]",Did the NYT watch a completely different White House immigration meeting than the rest of us?,,Did the NYT watch a completely different White House immigration meeting than the rest of us?,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
788,3825,bafa9339-714a-4e4e-b54a-5c036e4766e9,2018-01-12 17:56:07,http://www.foxnews.com/politics/2018/01/11/deal-or-no-deal-several-senators-claim-tentative-agreement-on-immigration.html,DEAL OR NO DEAL? SEVERAL SENATORS CLAIM TENTATIVE AGREEMENT ON IMMIGRATION,1,2,7,99,1,0,0,0,0,0,0,1,0,"[0, 0, 0, 0, 0, 0, 1, 0]",DEAL OR NO DEAL? SEVERAL SENATORS CLAIM TENTATIVE AGREEMENT ON IMMIGRATION,,DEAL OR NO DEAL? SEVERAL SENATORS CLAIM TENTATIVE AGREEMENT ON IMMIGRATION,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
369,1779,f106e9c3-2df2-46f5-a2bf-e0c9870cf31e,2018-01-05 05:20:56,https://www.nytimes.com/2018/01/05/world/asia/north-korea-panmunjom-talks-olympics.html?src=twr,North and South Korea Agree to Border Talks Next Week,2,99,99,99,1,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]",North and South Korea Agree to Border Talks Next Week,,North and South Korea Agree to Border Talks Next Week,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,0,0,0,0,0
1822,8388,ab5599bf-7cb0-414e-9b52-961ccddd4f43,2018-01-12 10:12:09,http://www.breitbart.com/london/2018/01/12/eu-considers-taxing-border-crossings-plastic-bags-brexit-cash-shortage/,EU Considers Taxing Border Crossings and Plastic Bags to Fill Brexit Cash Shortfall,2,99,99,99,1,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]",EU Considers Taxing Border Crossings and Plastic Bags to Fill Brexit Cash Shortfall,,EU Considers Taxing Border Crossings and Plastic Bags to Fill Brexit Cash Shortfall,"[1, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0]",1,0,0,0,0,0,0,0
70,297,70afd840-211a-403a-8c67-62f7e217efd4,2018-01-11 18:00:45,https://www.nytimes.com/aponline/2018/01/11/world/europe/ap-eu-germany-dog-attack.html,German Official Denies Notion Saxony No-Go Area for Migrants,2,99,99,99,1,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]",German Official Denies Notion Saxony No-Go Area for Migrants,,German Official Denies Notion Saxony No-Go Area for Migrants,"[0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 1]",0,0,0,0,0,0,0,1
1332,6154,3c9479ee-da1d-4f4a-861a-61881c5290b7,2018-01-09 00:52:33,http://www.cnn.com/2018/01/08/politics/john-kelly-immigration-negotiations/index.html,John Kelly leading White House's immigration effort in congressional negotiations,1,2,6,99,1,0,0,0,0,0,1,0,0,"[0, 0, 0, 0, 0, 1, 0, 0]",John Kelly leading White House's immigration effort in congressional negotiations,,John Kelly leading White House's immigration effort in congressional negotiations,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
1817,8363,24027695-8ec5-41f7-9fd7-fa578991c716,2018-01-13 15:41:02,http://www.breitbart.com/news/czechs-vote-for-president-anti-migrant-incumbent-is-favored/,Czechs vote for president; anti-migrant incumbent is favored - Breitbart,2,99,99,99,1,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]",Czechs vote for president; anti-migrant incumbent is favored - Breitbart,,Czechs vote for president; anti-migrant incumbent is favored - Breitbart,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
1558,7209,73e9f90f-a194-4fd8-ae7f-bdc8d23b69f0,2018-01-14 08:01:29,http://www.breitbart.com/big-government/2018/01/13/former-mexican-president-chides-trump-on-immigration-with-what-authority-do-you-proclaim-whos-welcome-in-america/,Former Mexican President Chides Trump on Immigration: ‘With What Authority Do You Proclaim Who’s Welcome in America?’ - Breitbart,1,2,6,4,1,0,0,0,1,0,1,0,0,"[0, 0, 0, 1, 0, 1, 0, 0]",Former Mexican President Chides Trump on Immigration: ‘With What Authority Do You Proclaim Who’s Welcome in America?’ - Breitbart,,Former Mexican President Chides Trump on Immigration: ‘With What Authority Do You Proclaim Who’s Welcome in America?’ - Breitbart,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
1694,7863,50b95778-f777-4dc0-8b37-b27cfbd6cf06,2018-01-10 12:50:34,http://www.foxnews.com/us/2018/01/10/border-agents-help-injured-mexican-trying-to-cross-into-us-illegally.html,Border agents help injured Mexican trying to cross into US illegally,1,1,4,2,1,0,1,0,1,0,0,0,0,"[0, 1, 0, 1, 0, 0, 0, 0]",Border agents help injured Mexican trying to cross into US illegally,,Border agents help injured Mexican trying to cross into US illegally,"[0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0]",0,0,0,1,0,0,0,0
1477,6830,59747e7c-fba0-4d85-9d51-094168531e32,2018-01-14 22:47:56,https://www.dailykos.com/stories/2018/1/14/1732159/-Ann-Coulter-and-Rush-Limbaugh-make-clear-to-Trump-who-s-the-right-wing-boss-on-immigration,"Donald Trump this past Tuesday held a bipartisan meeting in the White House to discuss immigration reform. To clarify, this was before he",1,2,6,7,1,0,0,0,0,0,1,1,0,"[0, 0, 0, 0, 0, 1, 1, 0]","Donald Trump this past Tuesday held a bipartisan meeting in the White House to discuss immigration reform. To clarify, this was before he",,"Donald Trump this past Tuesday held a bipartisan meeting in the White House to discuss immigration reform. To clarify, this was before he","[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
