ID,ID_original,GUID,Date (GMT),URL,Post_Title,Q1,Q2,Q3_1_og,Q3_2_og,Train,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q3_8,Q3_clean,text_content,image_data_url,final_input,GPT_41_finetune_1,GPT_41_finetune_1_raw,GPT_41_finetune_1_1,GPT_41_finetune_1_2,GPT_41_finetune_1_3,GPT_41_finetune_1_4,GPT_41_finetune_1_5,GPT_41_finetune_1_6,GPT_41_finetune_1_7,GPT_41_finetune_1_8
30,132,378d0a19-1ee9-4ba1-a544-3255af7a0a2e,2018-01-10 08:22:51,http://www.latimes.com/nation/sns-bc-us--trump-immigration-legal-challenge-20180110-story.html,Judge blocks Trump decision to end young immigrant program,1,2,7,6,1,0,0,0,0,0,1,1,0,"[0, 0, 0, 0, 0, 1, 1, 0]",Judge blocks Trump decision to end young immigrant program,,Judge blocks Trump decision to end young immigrant program,"[0, 0, 0, 1, 0, 1, 1, 0]","[0, 0, 0, 1, 0, 1, 1, 0]",0,0,0,1,0,1,1,0
455,2240,e164fe5e-6c2a-450e-89aa-6144a1132eba,2018-01-03 06:45:03,http://www.breitbart.com/news/fake-highway-signs-jab-at-new-california-immigration-law/,Fake highway signs jab at new California immigration law,1,1,7,99,1,0,0,0,0,0,0,1,0,"[0, 0, 0, 0, 0, 0, 1, 0]",Fake highway signs jab at new California immigration law,,Fake highway signs jab at new California immigration law,"[0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0]",0,0,0,0,1,0,0,0
1703,7890,c8881829-d760-46ae-8103-9440fda18372,2018-01-12 00:00:00,https://www.yahoo.com/news/m/b0a4e867-427c-3b9f-a686-d16a21020fa9/ss_trump-can-go-beyond-daca-to.html,Trump can go beyond DACA to usher in a larger immigration solution,1,2,6,7,1,0,0,0,0,0,1,1,0,"[0, 0, 0, 0, 0, 1, 1, 0]",Trump can go beyond DACA to usher in a larger immigration solution,,Trump can go beyond DACA to usher in a larger immigration solution,"[0, 0, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 1, 1, 0]",0,0,0,0,0,1,1,0
435,2158,1fb5feab-b728-4bb2-aa46-01e8d22ee236,2018-01-08 16:17:17,http://www.foxnews.com/politics/2018/01/08/trump-administration-to-end-special-protections-for-salvadoran-immigrants.html?utm_source=feedburner&utm_medium=feed&utm_campaign=feed%3a+foxnews%2fpolitics+%28internal+-+politics+-+text%29,Trump administration to end special protections for Salvadoran immigrants,1,2,6,4,1,0,0,0,1,0,1,0,0,"[0, 0, 0, 1, 0, 1, 0, 0]",Trump administration to end special protections for Salvadoran immigrants,,Trump administration to end special protections for Salvadoran immigrants,"[0, 0, 0, 1, 0, 1, 1, 0]","[0, 0, 0, 1, 0, 1, 1, 0]",0,0,0,1,0,1,1,0
544,2662,202cfe93-bf09-4238-bc6b-93578378e25b,2018-01-10 12:48:18,http://www.cnn.com/2018/01/10/us/five-things-january-10-trnd/index.html,"5 things for January 10: Immigration, gerrymandering, Michael Cohen, mudslides, quake",1,2,99,99,1,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","5 things for January 10: Immigration, gerrymandering, Michael Cohen, mudslides, quake",,"5 things for January 10: Immigration, gerrymandering, Michael Cohen, mudslides, quake","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,0,0,0,0,0
608,2984,08fa321b-0bb2-4aa1-8fa8-541ff4c2aea6,2018-01-06 01:06:16,http://www.breitbart.com/news/border-inspections-of-electronic-devices-hits-record-high/,Border inspections of electronic devices hits record high,1,2,2,99,1,0,1,0,0,0,0,0,0,"[0, 1, 0, 0, 0, 0, 0, 0]",Border inspections of electronic devices hits record high,,Border inspections of electronic devices hits record high,"[0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 1, 0]",0,0,0,0,0,0,1,0
289,1418,9651530c-e885-4bf5-8310-8f2112d4635a,2018-01-06 19:15:54,http://www.breitbart.com/news/the-latest-trump-says-daca-bill-has-to-overhaul-immigration/,The Latest: Trump says DACA bill has to overhaul immigration,1,2,6,7,1,0,0,0,0,0,1,1,0,"[0, 0, 0, 0, 0, 1, 1, 0]",The Latest: Trump says DACA bill has to overhaul immigration,,The Latest: Trump says DACA bill has to overhaul immigration,"[0, 0, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 1, 1, 0]",0,0,0,0,0,1,1,0
1176,5552,8514aac3-93b4-4c96-86f5-a02b0954ea12,2018-01-13 18:56:23,https://www.yahoo.com/news/m/9be70283-432c-3e0c-b6d7-26328b5175ad/ss_%E2%80%98every-day%2C-he-sinks-lower%E2%80%99%3A.html,"‘Every day, he sinks lower’: Mass. lawmakers blast Trump’s vulgar comment on immigration",1,2,6,4,1,0,0,0,1,0,1,0,0,"[0, 0, 0, 1, 0, 1, 0, 0]","‘Every day, he sinks lower’: Mass. lawmakers blast Trump’s vulgar comment on immigration",,"‘Every day, he sinks lower’: Mass. lawmakers blast Trump’s vulgar comment on immigration","[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
1613,7436,832c0071-d4f0-4a76-b259-474ac973a459,2018-01-12 16:34:13,https://www.nytimes.com/aponline/2018/01/12/us/ap-us-immigrant-activist-detention.html,NYC to Review Police Response at Immigration Protest,1,1,2,8,1,0,1,0,0,0,0,0,1,"[0, 1, 0, 0, 0, 0, 0, 1]",NYC to Review Police Response at Immigration Protest,,NYC to Review Police Response at Immigration Protest,"[0, 1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0]",0,1,0,0,0,0,0,0
1302,6017,078fd75b-5e31-4ec4-a069-c0d12bab7e70,2018-01-05 19:41:19,http://www.breitbart.com/news/border-inspections-of-electronic-devices-hits-record-number/,Border inspections of electronic devices hits record number,1,2,2,99,1,0,1,0,0,0,0,0,0,"[0, 1, 0, 0, 0, 0, 0, 0]",Border inspections of electronic devices hits record number,,Border inspections of electronic devices hits record number,"[0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 1, 0]",0,0,0,0,0,0,1,0
1946,233,7a105461-344d-41f8-bc6e-733a46da6d9e,2018-02-08 01:10:05,http://www.breitbart.com/big-government/2018/02/07/womens-march-co-founder-perez-daca-rally-american-citizens-us-didnt-cross-border-crossed-us/,"Women’s March Co-Founder Perez at DACA Rally: ‘We Are All American Citizens; Some of Us Didn’t Cross the Border, It Crossed Us’",1,2,8,5,1,0,0,0,0,1,0,0,1,"[0, 0, 0, 0, 1, 0, 0, 1]","Women’s March Co-Founder Perez at DACA Rally: ‘We Are All American Citizens; Some of Us Didn’t Cross the Border, It Crossed Us’",,"Women’s March Co-Founder Perez at DACA Rally: ‘We Are All American Citizens; Some of Us Didn’t Cross the Border, It Crossed Us’","[0, 0, 0, 1, 0, 1, 0, 0]","[0, 0, 0, 1, 0, 1, 0, 0]",0,0,0,1,0,1,0,0
123,590,1da7fd19-37cc-450f-b97e-a044805223ee,2018-01-05 04:52:33,http://dailycaller.com/2018/01/04/chain-migration-visa-approvals-fall-by-70-percent-under-trump/,Chain Migration Visa Approvals Fall By 70 Percent Under Trump,1,2,8,6,1,0,0,0,0,0,1,0,1,"[0, 0, 0, 0, 0, 1, 0, 1]",Chain Migration Visa Approvals Fall By 70 Percent Under Trump,,Chain Migration Visa Approvals Fall By 70 Percent Under Trump,"[1, 0, 0, 0, 0, 1, 1, 0]","[1, 0, 0, 0, 0, 1, 1, 0]",1,0,0,0,0,1,1,0
1298,6005,4997524c-a885-4f39-aa91-ebda65baff64,2018-01-13 03:55:18,http://thehill.com/homenews/senate/368854-harris-slams-trump-for-hateful-words-amid-immigration-debate,Harris slams Trump for 'hateful words' amid immigration debate | TheHill,1,2,6,4,1,0,0,0,1,0,1,0,0,"[0, 0, 0, 1, 0, 1, 0, 0]",Harris slams Trump for 'hateful words' amid immigration debate | TheHill,,Harris slams Trump for 'hateful words' amid immigration debate | TheHill,"[0, 0, 0, 1, 0, 1, 0, 0]","[0, 0, 0, 1, 0, 1, 0, 0]",0,0,0,1,0,1,0,0
1376,6372,8605f0a9-7c67-436c-90eb-e86a104a4fa3,2018-01-11 21:05:37,https://www.cbsnews.com/news/senators-work-towards-immigration-deal/,"Some bipartisan senators say they've reached ""agreement in principle"" on immigration",1,2,6,99,1,0,0,0,0,0,1,0,0,"[0, 0, 0, 0, 0, 1, 0, 0]","Some bipartisan senators say they've reached ""agreement in principle"" on immigration",,"Some bipartisan senators say they've reached ""agreement in principle"" on immigration","[0, 0, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 1, 1, 0]",0,0,0,0,0,1,1,0
1401,6499,eed57e6e-c82f-478e-875b-f3e860f268e4,2018-01-04 16:39:20,http://www.latimes.com/sns-bc-us--trump-congress-20180104-story.html,Trump to push immigration plan in meeting with GOP senators,1,2,6,7,1,0,0,0,0,0,1,1,0,"[0, 0, 0, 0, 0, 1, 1, 0]",Trump to push immigration plan in meeting with GOP senators,,Trump to push immigration plan in meeting with GOP senators,"[0, 0, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 1, 1, 0]",0,0,0,0,0,1,1,0
881,4242,1ebf9373-ba57-43fd-a97d-123fb4a6eef0,2018-01-11 01:25:14,http://thehill.com/homenews/senate/368435-left-fears-democrats-will-give-too-much-on-immigration,Left fears Democrats will give too much on immigration,1,2,6,99,1,0,0,0,0,0,1,0,0,"[0, 0, 0, 0, 0, 1, 0, 0]",Left fears Democrats will give too much on immigration,,Left fears Democrats will give too much on immigration,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
1799,8311,7dd76d42-1e01-4339-af23-d25c62695578,2018-01-10 17:35:03,https://www.newsmax.com/newsfront/7-eleven-immigration/2018/01/10/id/836294/,Immigration Agents Sweep 7-Eleven Stores,1,1,1,99,1,1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]",Immigration Agents Sweep 7-Eleven Stores,,Immigration Agents Sweep 7-Eleven Stores,"[0, 1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0]",0,1,0,0,0,0,0,0
1281,5927,28debbd9-2917-4dc3-a8bc-b7ffcb910a49,2018-01-05 23:57:31,https://www.nytimes.com/reuters/2018/01/05/world/americas/05reuters-california-crime-immigrant.html,Illegal Immigrant Acquitted in California Shooting Gets Three Years on Gun Charge,1,1,2,99,1,0,1,0,0,0,0,0,0,"[0, 1, 0, 0, 0, 0, 0, 0]",Illegal Immigrant Acquitted in California Shooting Gets Three Years on Gun Charge,,Illegal Immigrant Acquitted in California Shooting Gets Three Years on Gun Charge,"[0, 1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0]",0,1,0,0,0,0,0,0
203,990,b01d9b9c-acf7-421f-bce0-732e801ab3d2,2018-01-06 19:41:01,https://www.wsj.com/articles/border-agents-searches-of-travelers-phones-skyrocketed-agency-says-1515179058?mod=trending_now_3,"Border Agents’ Searches of Travelers’ Phones Skyrocketed, Agency Says",1,2,2,99,1,0,1,0,0,0,0,0,0,"[0, 1, 0, 0, 0, 0, 0, 0]","Border Agents’ Searches of Travelers’ Phones Skyrocketed, Agency Says",,"Border Agents’ Searches of Travelers’ Phones Skyrocketed, Agency Says","[0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 1, 0]",0,0,0,0,0,0,1,0
1410,6536,61e5ab56-f97d-4745-a291-02dd2a6c65a1,2018-01-11 02:29:42,http://www.breitbart.com/big-government/2018/01/10/flashback-trump-campaign-ad-mocked-jeb-bushs-act-of-love-comment-on-illegal-immigration/,Flashback: Trump Campaign Ad Mocked Jeb Bush's 'Act of Love' Comment on Illegal Immigration - Breitbart,1,2,6,99,1,0,0,0,0,0,1,0,0,"[0, 0, 0, 0, 0, 1, 0, 0]",Flashback: Trump Campaign Ad Mocked Jeb Bush's 'Act of Love' Comment on Illegal Immigration - Breitbart,,Flashback: Trump Campaign Ad Mocked Jeb Bush's 'Act of Love' Comment on Illegal Immigration - Breitbart,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
1739,8033,09555146-0f27-409d-a745-d323b98f402a,2018-01-11 21:15:19,http://www.breitbart.com/texas/2018/01/11/texas-ag-confirms-investigation-alleged-sanctuary-city-law-violation/,Texas AG Confirms Investigation Into Alleged Sanctuary City Law Violation,1,1,2,99,1,0,1,0,0,0,0,0,0,"[0, 1, 0, 0, 0, 0, 0, 0]",Texas AG Confirms Investigation Into Alleged Sanctuary City Law Violation,,Texas AG Confirms Investigation Into Alleged Sanctuary City Law Violation,"[0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 1, 0]",0,0,0,0,0,0,1,0
1999,507,d7ecb20e-cc10-4ff3-a72f-d68b65bc46ef,2018-01-30 07:48:11,http://www.breitbart.com/news/border-patrol-finds-76-undocumented-immigrants-in-texas-tractor-trailer/,Border Patrol finds 76 undocumented immigrants in Texas tractor-trailer,1,1,99,99,1,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]",Border Patrol finds 76 undocumented immigrants in Texas tractor-trailer,,Border Patrol finds 76 undocumented immigrants in Texas tractor-trailer,"[0, 1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0]",0,1,0,0,0,0,0,0
1007,4776,2672255f-a230-4a77-b3c0-45a078a63dcf,2018-01-10 07:55:09,http://dailycaller.com/2018/01/09/trump-gives-media-extraordinary-access-to-immigration-debate-video/,Trump Gives Media Extraordinary Access To Bipartisan Immigration Meeting [VIDEO],1,2,6,99,1,0,0,0,0,0,1,0,0,"[0, 0, 0, 0, 0, 1, 0, 0]",Trump Gives Media Extraordinary Access To Bipartisan Immigration Meeting [VIDEO],,Trump Gives Media Extraordinary Access To Bipartisan Immigration Meeting [VIDEO],"[0, 0, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 1, 1, 0]",0,0,0,0,0,1,1,0
748,3691,561be01a-a4e8-4905-b590-e8df46a211ac,2018-01-08 18:00:06,http://www.theblaze.com/news/2018/01/08/dem-lawmaker-predicts-party-will-reject-any-daca-proposal-that-includes-border-wall-funding/,Dem lawmaker predicts party will reject any DACA proposal that includes border wall funding,1,2,6,7,1,0,0,0,0,0,1,1,0,"[0, 0, 0, 0, 0, 1, 1, 0]",Dem lawmaker predicts party will reject any DACA proposal that includes border wall funding,,Dem lawmaker predicts party will reject any DACA proposal that includes border wall funding,"[0, 0, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 1, 1, 0]",0,0,0,0,0,1,1,0
892,4311,45de2691-374a-47eb-ac29-c1a330018aca,2018-01-05 16:15:58,http://www.breitbart.com/texas/2018/01/05/ms-13-arrests-texas-border-212-percent-fy2018/,MS-13 Arrests at Texas Border Up 212 Percent in FY2018,1,1,2,99,1,0,1,0,0,0,0,0,0,"[0, 1, 0, 0, 0, 0, 0, 0]",MS-13 Arrests at Texas Border Up 212 Percent in FY2018,,MS-13 Arrests at Texas Border Up 212 Percent in FY2018,"[0, 1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0]",0,1,0,0,0,0,0,0
1686,7830,15f364f6-841a-4bd7-8167-208d378fce6e,2018-01-10 23:43:56,https://www.yahoo.com/news/white-house-corrects-transcript-key-161335262.html,White House Corrects Transcript of Key Exchange During President Trump's Immigration Meeting,1,2,6,99,1,0,0,0,0,0,1,0,0,"[0, 0, 0, 0, 0, 1, 0, 0]",White House Corrects Transcript of Key Exchange During President Trump's Immigration Meeting,,White House Corrects Transcript of Key Exchange During President Trump's Immigration Meeting,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
624,3071,8e61ea2f-1b40-4bf6-bffb-fb7d85089c48,2018-01-05 07:56:02,https://www.newsmax.com/lindachavez/immigration-trump-legal-status/2018/01/05/id/835289/,"Trump, the Dreamers and the Border Wall",1,2,6,7,1,0,0,0,0,0,1,1,0,"[0, 0, 0, 0, 0, 1, 1, 0]","Trump, the Dreamers and the Border Wall",,"Trump, the Dreamers and the Border Wall","[0, 0, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 1, 1, 0]",0,0,0,0,0,1,1,0
720,3564,b163dd09-f2ed-45a4-a285-8590a2fb12e9,2018-01-06 12:27:01,http://www.yahoo.com/news/trump-administration-considers-eliminating-immigration-213500134.html,Trump administration considers eliminating immigration policy seen as a lifeline for thousands,1,2,6,7,1,0,0,0,0,0,1,1,0,"[0, 0, 0, 0, 0, 1, 1, 0]",Trump administration considers eliminating immigration policy seen as a lifeline for thousands,,Trump administration considers eliminating immigration policy seen as a lifeline for thousands,"[0, 0, 0, 1, 0, 1, 1, 0]","[0, 0, 0, 1, 0, 1, 1, 0]",0,0,0,1,0,1,1,0
1466,6776,ba252ba8-333d-4210-876a-4f7725b2c441,2018-01-12 17:26:04,http://www.breitbart.com/tech/2018/01/12/amazon-ceo-jeff-bezos-announces-33-million-in-scholarships-for-1000-dreamers/,Amazon CEO Jeff Bezos Announces $33 Million in Scholarships for 1000 Illegal Immigrants,1,2,99,99,1,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]",Amazon CEO Jeff Bezos Announces $33 Million in Scholarships for 1000 Illegal Immigrants,,Amazon CEO Jeff Bezos Announces $33 Million in Scholarships for 1000 Illegal Immigrants,"[1, 0, 0, 1, 0, 0, 0, 0]","[1, 0, 0, 1, 0, 0, 0, 0]",1,0,0,1,0,0,0,0
1435,6652,cfcc87d9-f593-4746-8e59-2fe91a5f2de7,2018-01-13 00:11:59,http://www.breitbart.com/texas/2018/01/11/texas-ag-confirms-investigation-alleged-sanctuary-city-law-violation/?utm_source=feedburner&utm_medium=feed&utm_campaign=feed%3a+breitbart+%28breitbart+news%29,Texas AG Confirms Investigation Into Alleged Violation of Sanctuary City Law,1,1,2,99,1,0,1,0,0,0,0,0,0,"[0, 1, 0, 0, 0, 0, 0, 0]",Texas AG Confirms Investigation Into Alleged Violation of Sanctuary City Law,,Texas AG Confirms Investigation Into Alleged Violation of Sanctuary City Law,"[0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 1, 0]",0,0,0,0,0,0,1,0
1022,4877,1dc07957-9e05-4739-a085-173757ac2514,2018-01-06 23:28:27,http://www.breitbart.com/video/2018/01/06/tucker-carlson-republican-party-gone-toast-makes-deal-dems-daca-chain-migration/,"Tucker Carlson: Republican Party Is Gone, Over, Toast If It Makes Deal With Dems on DACA, Chain Migration - Breitbart",1,2,6,7,1,0,0,0,0,0,1,1,0,"[0, 0, 0, 0, 0, 1, 1, 0]","Tucker Carlson: Republican Party Is Gone, Over, Toast If It Makes Deal With Dems on DACA, Chain Migration - Breitbart",,"Tucker Carlson: Republican Party Is Gone, Over, Toast If It Makes Deal With Dems on DACA, Chain Migration - Breitbart","[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
657,3250,9e9309c0-bcea-4bfc-bcf8-6680e2573998,2018-01-05 21:41:15,https://www.nytimes.com/aponline/2018/01/05/us/ap-us-san-francisco-pier-shooting-the-latest.html,The Latest: Immigrant Acquitted of Killing Faces US Case,1,1,2,99,1,0,1,0,0,0,0,0,0,"[0, 1, 0, 0, 0, 0, 0, 0]",The Latest: Immigrant Acquitted of Killing Faces US Case,,The Latest: Immigrant Acquitted of Killing Faces US Case,"[0, 1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0]",0,1,0,0,0,0,0,0
805,3892,fa43f8c1-4dad-450e-a025-822832886add,2018-01-12 15:36:54,https://www.usatoday.com/story/news/politics/2018/01/12/senator-who-immigration-meeting-trump-he-said-hate-filled-vile-and-racist-things/1027816001/,"Sen. Durbin confirms Trump said &apos;hate-filled, vile and racist&apos; things at immigration meeting",1,2,6,4,1,0,0,0,1,0,1,0,0,"[0, 0, 0, 1, 0, 1, 0, 0]","Sen. Durbin confirms Trump said &apos;hate-filled, vile and racist&apos; things at immigration meeting",,"Sen. Durbin confirms Trump said &apos;hate-filled, vile and racist&apos; things at immigration meeting","[0, 0, 0, 1, 0, 1, 0, 0]","[0, 0, 0, 1, 0, 1, 0, 0]",0,0,0,1,0,1,0,0
1476,6829,34d5a946-ca82-4a67-b708-6710880a95fa,2018-01-12 07:08:27,http://www.breitbart.com/news/trump-uses-slur-to-describe-immigrants-from-haiti-africa/,"Trump uses slur to describe immigrants from Haiti, Africa - Breitbart",1,2,6,4,1,0,0,0,1,0,1,0,0,"[0, 0, 0, 1, 0, 1, 0, 0]","Trump uses slur to describe immigrants from Haiti, Africa - Breitbart",,"Trump uses slur to describe immigrants from Haiti, Africa - Breitbart","[0, 0, 0, 1, 0, 1, 0, 0]","[0, 0, 0, 1, 0, 1, 0, 0]",0,0,0,1,0,1,0,0
1795,8300,2437d239-40f2-42c1-9f16-07a33541a6a4,2018-01-08 07:52:31,http://www.latimes.com/sns-bc-us--trump-el-salvador-20180108-story.html,DHS weighs ending protections for Salvadoran immigrants,1,2,7,99,1,0,0,0,0,0,0,1,0,"[0, 0, 0, 0, 0, 0, 1, 0]",DHS weighs ending protections for Salvadoran immigrants,,DHS weighs ending protections for Salvadoran immigrants,"[0, 0, 0, 1, 0, 0, 1, 0]","[0, 0, 0, 1, 0, 0, 1, 0]",0,0,0,1,0,0,1,0
1008,4782,c372723e-8320-4750-9dbd-b69a93277da6,2018-01-13 14:44:43,https://www.yahoo.com/news/m/1c258cad-f67e-3e3e-9081-a67cfe38746e/ss_trump-criticized-immigration.html,Trump criticized immigration from ‘s—hole’ countries: report,1,2,6,4,1,0,0,0,1,0,1,0,0,"[0, 0, 0, 1, 0, 1, 0, 0]",Trump criticized immigration from ‘s—hole’ countries: report,,Trump criticized immigration from ‘s—hole’ countries: report,"[0, 0, 0, 1, 1, 1, 0, 0]","[0, 0, 0, 1, 1, 1, 0, 0]",0,0,0,1,1,1,0,0
151,728,61510b01-73ee-4dd2-9264-921bfbeb0be0,2018-01-13 04:14:08,http://www.latimes.com/world/la-fg-africa-trump-comments-reaction-20180112-story.html,Africans react with anger — and some humor — to Trump's crude remark about immigrants,1,2,8,6,1,0,0,0,0,0,1,0,1,"[0, 0, 0, 0, 0, 1, 0, 1]",Africans react with anger — and some humor — to Trump's crude remark about immigrants,,Africans react with anger — and some humor — to Trump's crude remark about immigrants,"[0, 0, 0, 1, 0, 1, 0, 0]","[0, 0, 0, 1, 0, 1, 0, 0]",0,0,0,1,0,1,0,0
943,4525,ae304fbc-2257-4064-becc-b00ee6c7d23d,2018-01-07 19:08:41,http://www.foxnews.com/politics/2018/01/07/dc-forecast-gathering-winter-storm-over-wall-vs-daca-possible-shutdown.html,"DC forecast: Gathering winter storm over wall vs. DACA, possible shutdown",1,2,7,99,1,0,0,0,0,0,0,1,0,"[0, 0, 0, 0, 0, 0, 1, 0]","DC forecast: Gathering winter storm over wall vs. DACA, possible shutdown",,"DC forecast: Gathering winter storm over wall vs. DACA, possible shutdown","[0, 0, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 1, 1, 0]",0,0,0,0,0,1,1,0
1389,6429,b4099a5c-165c-4903-99b0-ea005a8f2dc6,2018-01-09 18:10:39,https://www.washingtonpost.com/opinions/building-the-wall-would-be-so-worth-it/2018/01/09/ff603f42-f562-11e7-a9e3-ab18ce41436a_story.html,Building the wall would be so worth it,1,2,7,99,1,0,0,0,0,0,0,1,0,"[0, 0, 0, 0, 0, 0, 1, 0]",Building the wall would be so worth it,,Building the wall would be so worth it,"[0, 0, 0, 0, 1, 1, 0, 0]","[0, 0, 0, 0, 1, 1, 0, 0]",0,0,0,0,1,1,0,0
1060,5057,c426c0b4-c083-41f1-bd66-244671c1af99,2018-01-09 06:39:07,https://www.yahoo.com/news/m/cff5ddca-1b31-374d-a36f-1791a0d29d52/ss_200%2C000-salvadorans-may-be.html,"200,000 Salvadorans may be forced to leave the US as Trump ends immigration protection",1,2,4,6,1,0,0,0,1,0,1,0,0,"[0, 0, 0, 1, 0, 1, 0, 0]","200,000 Salvadorans may be forced to leave the US as Trump ends immigration protection",,"200,000 Salvadorans may be forced to leave the US as Trump ends immigration protection","[1, 0, 0, 1, 0, 1, 1, 0]","[1, 0, 0, 1, 0, 1, 1, 0]",1,0,0,1,0,1,1,0
155,744,6859302c-32e7-4f47-8548-7340d947309f,2018-01-11 19:01:05,https://www.newsmax.com/newsfront/jeff-flake-republican-democrat-immigration-deal/2018/01/11/id/836604/,"Republican, Democrat Clash on Whether Immigration Deal Reached",1,2,6,7,1,0,0,0,0,0,1,1,0,"[0, 0, 0, 0, 0, 1, 1, 0]","Republican, Democrat Clash on Whether Immigration Deal Reached",,"Republican, Democrat Clash on Whether Immigration Deal Reached","[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
830,4022,e65a1321-a994-4e0f-8904-48957b494520,2018-01-05 17:42:06,http://www.foxnews.com/politics/2018/01/05/contractor-hopes-for-piece-trumps-border-wall-no-matter-who-pays-for-it.html?utm_source=feedburner&utm_medium=feed&utm_campaign=feed%3a+foxnews%2fpolitics+%28internal+-+politics+-+text%29,Contractor hopes for a piece of Trump's border wall – no matter who pays for it,1,2,6,7,1,0,0,0,0,0,1,1,0,"[0, 0, 0, 0, 0, 1, 1, 0]",Contractor hopes for a piece of Trump's border wall – no matter who pays for it,,Contractor hopes for a piece of Trump's border wall – no matter who pays for it,"[0, 0, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 1, 1, 0]",0,0,0,0,0,1,1,0
1907,19,f0cb4a81-aa55-400a-b08a-01fa35f3f5b2,2018-02-05 05:51:08,http://www.breitbart.com/news/ap-fact-check-trump-hypes-claims-on-immigrants-tv-viewers/,"AP FACT CHECK: Trump hypes claims on immigrants, TV viewers",1,2,6,99,1,0,0,0,0,0,1,0,0,"[0, 0, 0, 0, 0, 1, 0, 0]","AP FACT CHECK: Trump hypes claims on immigrants, TV viewers",,"AP FACT CHECK: Trump hypes claims on immigrants, TV viewers","[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
807,3904,818e34e2-2368-4311-b809-92b36cc2de3c,2018-01-04 10:34:27,http://www.breitbart.com/news/divided-democrats-face-liberal-backlash-on-immigration/,Divided Democrats face liberal backlash on immigration,1,2,6,99,1,0,0,0,0,0,1,0,0,"[0, 0, 0, 0, 0, 1, 0, 0]",Divided Democrats face liberal backlash on immigration,,Divided Democrats face liberal backlash on immigration,"[0, 0, 0, 0, 0, 1, 0, 1]","[0, 0, 0, 0, 0, 1, 0, 1]",0,0,0,0,0,1,0,1
